dataset,Ek,treeType,Pdisc,NumFolds,Ncentro,MS,SumStra,FinalClassif,Pconf,Pprun,PprunMaxBoxes,Pmerg,Pgrow,PprunDS,Etf,Esim,EuseSameRandomSamples,Eparallel,pctCorrect,pctIncorrect,pctUnclassified,precisionClass0,recallClass0,specificityClass0,accuracyClass0,ROCAUCClass0,classifierBuildTimeMax,classifierBuildTimeAvg,classifierBuildPeakMemUsageMax,classifierBuildPeakMemUsageAvg,classifierClassificationTimeMax,classifierClassificationTimeAvg,classifierClassificationPeakMemUsageMax,classifierClassificationPeakMemUsageAvg,numClasses,numAttributes,numInstances,conflictBoxes,mergedBoxesCount,cubesBuiltMax,cubesBuiltAvg,cubeCountRatioAfterMergingMax,cubeCountRatioAfterMergingAvg,cubeCompressionRatioMax,cubeCompressionRatioAvg,finalCubeCountMax,finalCubeCountAvg,cutBoxesAtBuildTreeMax,cutBoxesAtBuildTreeAvg,treeDepthMax,treeDepthAvg
5,4,7,0,10,0.5,1,0,0,,,,,,,,0,,,91.4393226717,8.5606773283,0,94.8098974049,94.9244712991,81.7409766454,92.0037629351,0.8940622575,178,173.2,67370688,65852452,1,0.1,3386072,3299184.8,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,4,7,0,10,0.5,1,0,0,,,,,,,,0,,,99.4868035191,0.5131964809,0,99.156626506,99.6368038741,99.848812095,99.8167155425,0.9974778918,674,621.3,230541040,186807666.4,1,0.6,4709400,4189081.6,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,4,7,0,10,0.5,1,0,0,,,,,,,,0,,,92.0452075636,7.9547924364,0,92.2245467225,94.8708751793,87.6999448428,92.0452075636,0.9306449673,1246,1202,193232848,166969350.4,1,0.2,3937280,3512462.4,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,4,7,0,10,0.5,1,0,0,,,,,,,,0,,,82.6603575184,17.3396424816,0,82.731884058,92.5802789491,64.3690191388,82.6603575184,0.7712041949,7366,7107.3,177856664,175806029.6,2,1.2,3515696,3501375.2,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,4,7,0,10,0.5,1,0,0,,,,,,,,0,,,83.7,16.3,0,93.5687263556,94.0430925222,99.7345270939,99.51,0.9745367617,1306,1231.5,300858792,-212983729.6,7,6.5,5975720,4745153.6,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,16,7,0,10,0.5,1,0,0,,,,,,,,0,,,90.9219190969,9.0780809031,0,94.6191051995,94.5619335347,81.1040339703,91.5804327375,0.8758975247,180,176.8,67872800,67387800,1,0.1,4849888,4849856,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,16,7,0,10,0.5,1,0,0,,,,,,,,0,,,99.4134897361,0.5865102639,0,98.6794717887,99.5157384988,99.7624190065,99.7250733138,0.9967260053,628,615.4,241303504,187389821.6,1,0.3,4683152,4078114.4,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,16,7,0,10,0.5,1,0,0,,,,,,,,0,,,91.9365355358,8.0634644642,0,92.0640445527,94.8708751793,87.4241588527,91.9365355358,0.9275169527,1333,1271.4,173861008,164084248.8,1,0.4,3540240,3383180,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,16,7,0,10,0.5,1,0,0,,,,,,,,0,,,82.6919032597,17.3080967403,0,82.9062317997,92.3451183912,64.8923444976,82.6919032597,0.7765956877,8561,7873,516882384,-109369648.8,2,1.4,10360440,5722884.8,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,16,7,0,10,0.5,1,0,0,,,,,,,,0,,,83.99,16.01,0,93.0174563591,94.5500633714,99.7085003383,99.505,0.9774571022,1294,1250.5,514347928,10878349.6,7,6.8,11182744,9389479.2,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,64,7,0,10,0.5,1,0,0,,,,,,,,0,,,91.6745061148,8.3254938852,0,95.1485748939,94.8036253776,83.0148619958,92.1919096896,0.9177894946,201,188.9,109167416,67060028.8,1,0.2,7799504,7799472,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,64,7,0,10,0.5,1,0,0,,,,,,,,0,,,99.4318181818,0.5681818182,0,98.8009592326,99.7578692494,99.7840172786,99.780058651,0.9980408589,700,689.7,374291808,-59734868,1,0.2,7801912,7787687.2,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,64,7,0,10,0.5,1,0,0,,,,,,,,0,,,90.8063464464,9.1936535536,0,91.1018421967,94.0100430416,85.8797573083,90.8063464464,0.9118213864,1479,1375.1,362366024,-114749017.6,1,0.5,7553128,6437098.4,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,64,7,0,10,0.5,1,0,0,,,,,,,,0,,,82.7497371188,17.2502628812,0,82.8386909513,92.5721699643,64.6381578947,82.7497371188,0.7753382252,8757,8536.8,399842456,-111474026.4,2,1.1,7410624,5532645.6,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,64,7,0,10,0.5,1,0,0,,,,,,,,0,,,84.86,15.14,0,93.6170212766,94.8035487959,99.7345270939,99.54,0.9793231117,1573,1409,503023976,-91429825.6,7,6.7,9874176,7369154.4,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,1,7,0,10,0.5,1,1,0,,,,,,,,,,,91.3452492944,8.6547507056,0,94.8098974049,94.9244712991,81.7409766454,92.0037629351,0.8824824729,263,84.6,15203200,3799559.2,5,2.3,5155688,2796331.2,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,1,7,0,10,0.5,1,1,0,,,,,,,,,,,98.8086510264,1.1913489736,0,97.8494623656,99.1525423729,99.6112311015,99.5417888563,0.9938115459,239,218.9,58248264,57992398.4,4,1.4,2536880,2536848,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,1,7,0,10,0.5,1,1,0,,,,,,,,,,,91.3714409911,8.6285590089,0,92.4086555516,93.4361549498,88.1963596249,91.3714409911,0.9173024846,428,388.2,73109512,65162376.8,1,0.8,2623992,2608847.2,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,1,7,0,10,0.5,1,1,0,,,,,,,,,,,81.9295478444,18.0704521556,0,85.5657736905,86.7661368797,73.0113636364,81.9295478444,0.7926566365,1497,1410.8,692322256,120150449.6,2,1.4,13882568,11858609.6,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,7,0,10,0.5,1,1,0,,,,,,,,,,,83.365,16.635,0,92.5126903553,92.3954372624,99.692884285,99.405,0.9671518265,940,904.2,190573160,162532205.6,7,6.7,11224912,11224883.2,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,4,7,0,10,0.5,1,1,0,,,,,,,,0,,,91.3922859831,8.6077140169,0,95.1573849879,94.9848942598,83.0148619958,92.3330197554,0.8842367913,72,60.1,11209104,11208909.6,1,0.1,11210616,6854508.8,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,4,7,0,10,0.5,1,1,0,,,,,,,,0,,,98.9002932551,1.0997067449,0,97.8339350181,98.4261501211,99.6112311015,99.4318181818,0.9909024469,216,207.8,67255552,65011249.6,1,0.4,11213280,11213248,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,4,7,0,10,0.5,1,1,0,,,,,,,,0,,,91.0019560965,8.9980439035,0,92.6364942529,92.5035868006,88.6927744071,91.0019560965,0.9140116495,390,371.2,67252904,67252709.6,1,0.4,11212600,11212564,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,4,7,0,10,0.5,1,1,0,,,,,,,,0,,,82.2134595163,17.7865404837,0,85.7931365491,86.9688614985,73.4449760766,82.2134595163,0.79843524,1429,1371.4,526992792,-17371408.8,2,1.3,10770320,8289303.2,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,4,7,0,10,0.5,1,1,0,,,,,,,,0,,,83.73,16.27,0,91.8238993711,92.5221799747,99.6616521784,99.38,0.9699829701,805,774.2,202435800,146105406.4,7,6.7,8817632,8817603.2,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,16,7,0,10,0.5,1,1,0,,,,,,,,0,,,90.780809031,9.219190969,0,94.237695078,94.8640483384,79.6178343949,91.4863593603,0.8947415347,67,61.4,8801784,8801625.6,1,0.3,8803336,8803304,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,16,7,0,10,0.5,1,1,0,,,,,,,,0,,,98.8269794721,1.1730205279,0,98.0676328502,98.3050847458,99.6544276458,99.4501466276,0.9920724405,240,220.4,70412192,62490836,1,0.7,8806000,8805968,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,16,7,0,10,0.5,1,1,0,,,,,,,,0,,,91.5453162356,8.4546837644,0,92.2210489264,93.9741750359,87.8102592388,91.5453162356,0.9206824457,405,385.6,79214192,73052921.6,1,0.4,8805320,8805284,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,16,7,0,10,0.5,1,1,0,,,,,,,,0,,,82.4447949527,17.5552050473,0,85.7517691023,87.4554005838,73.2057416268,82.4447949527,0.799816453,1628,1482.7,404423200,-139524693.6,2,1.5,8503608,2731740.8,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,16,7,0,10,0.5,1,1,0,,,,,,,,0,,,83.315,16.685,0,91.347342398,93.6628643853,99.6356254229,99.4,0.9729378151,1036,914.7,204939160,168648025.6,10,7.3,5873000,5871424.8,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,64,7,0,10,0.5,1,1,0,,,,,,,,0,,,91.2511759172,8.7488240828,0,95.1799877974,94.2598187311,83.2271762208,91.8156161806,0.8756954734,107,85.5,29274384,8196934.4,0,0,5856704,5856672,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,64,7,0,10,0.5,1,1,0,,,,,,,,0,,,98.8269794721,1.1730205279,0,97.9591836735,98.789346247,99.6328293737,99.5051319648,0.9941339511,291,262.2,81984560,76715888,1,0.5,5859368,5859336,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,64,7,0,10,0.5,1,1,0,,,,,,,,0,,,91.9148011302,8.0851988698,0,92.9893238434,93.7230989957,89.1340319912,91.9148011302,0.9223463611,454,414.2,87828368,82559230.4,1,0.4,5858688,5858652,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,64,7,0,10,0.5,1,1,0,,,,,,,,0,,,82.181913775,17.818086225,0,85.4740182467,87.3662017515,72.6226076555,82.181913775,0.8031493573,2048,1727.8,670354352,126343306.4,2,1.2,13726536,12114706.4,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,64,7,0,10,0.5,1,1,0,,,,,,,,0,,,84.135,15.865,0,93.3249370277,93.9163498099,99.7241163917,99.495,0.9714600297,1045,1006.6,253149608,-213666131.2,7,6.7,11496408,11496379.2,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,1,7,0,10,0.5,1,0,0,,,,,,,,,,,84.8906179367,15.1093820633,0,82.1990190625,89.0718316805,80.7090605222,84.8906179367,0.829897032,352594,336554.8,625009240,-162542644,50,12.4,3779824,3532280,2,51,73001,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,4,7,0,10,0.5,1,0,0,,,,,,,,0,,,85.156367721,14.843632279,0,82.6207422471,89.0444359213,81.2679799447,85.156367721,0.8321719436,434896,424575.6,245501664,-214659423.2,12,7.6,3685080,3398382.4,2,51,73001,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,7,0,10,0.5,1,0,0,,,,,,,,0,,,84.9221243545,15.0778756455,0,82.3565246085,88.8882800942,80.9556426203,84.9221243545,0.8283814834,515081,490197.5,340584752,-164864715.2,6,5.8,4604024,3785303.2,2,51,73001,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,64,7,0,10,0.5,1,0,0,,,,,,,,0,,,84.9823975014,15.0176024986,0,82.4882330492,88.8225302723,81.1419490945,84.9823975014,0.8315277845,4751831,1013576.6,369887744,-143058071.2,6,5.9,4270832,3699198.4,2,51,73001,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,1,7,0,10,0.5,1,1,0,,,,,,,,,,,65.834714593,34.165285407,0,66.7410003186,63.13352693,68.5361242774,65.834714593,0.6538502843,86066,64238.7,631577840,-192164568.8,49,10.1,4013176,3509718.4,2,51,73001,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,4,7,0,10,0.5,1,1,0,,,,,,,,0,,,67.7524965411,32.2475034589,0,67.6855060994,67.9469618103,67.5580152881,67.7524965411,0.6724783996,64369,60484.2,210021568,209894576,6,4.9,3471064,3439366.4,2,51,73001,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,7,0,10,0.5,1,1,0,,,,,,,,0,,,65.4292406953,34.5707593047,0,67.0171304269,60.7692729166,70.0895914957,65.4292406953,0.6582800973,62598,60938.2,255373624,-211814127.2,5,4.5,3489584,3438693.6,2,51,73001,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,64,7,0,10,0.5,1,1,0,,,,,,,,0,,,70.8236873467,29.1763126533,0,69.9279066719,73.0754479207,68.5717416916,70.8236873467,0.7074903025,109802,71634.8,277875624,-187144915.2,5,4.6,3448936,3415748,2,51,73001,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
